,ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc,currency_symbol,base_currency_symbol,base_currency_name,Market Cap,IPO Year,Sector,Industry
9724,PFBC,Preferred Bank,stocks,us,XNAS,CS,True,usd,0001492165,BBG000BRF6K5,BBG001S9SFK1,2022-03-22T00:00:00Z,,,,1133411875.0,,Finance,Major Banks
9725,PFC,Premier Financial Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0000946647,BBG000BHZ4J2,BBG001S7DV08,2022-03-22T00:00:00Z,,,,1118192191.0,,Finance,Savings Institutions
9726,PFD,Flaherty & Crumrine Preferred and Income Fund Incorporated,stocks,us,XNYS,FUND,True,usd,0000868578,BBG000BDMG71,BBG001S6PG82,2022-03-22T00:00:00Z,,,,175162135.0,1991.0,Finance,Investment Managers
9727,PFDR,Pathfinder Acquisition Corporation Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001839132,,,2022-03-22T00:00:00Z,,,,396500000.0,2021.0,Finance,Business Services
9730,PFE,Pfizer Inc.,stocks,us,XNYS,CS,True,usd,0000078003,BBG000BR2B91,BBG001S5V466,2022-03-22T00:00:00Z,,,,306528616134.0,,Health Care,Biotechnology: Pharmaceutical Preparations
9738,PFG,"Principal Financial Group, Inc.",stocks,us,XNAS,CS,True,usd,0001126328,BBG000NSCNT7,BBG001SD3148,2022-03-22T00:00:00Z,,,,18293763576.0,2001.0,Finance,Specialty Insurers
9739,PFGC,Performance Food Group Company,stocks,us,XNYS,CS,True,usd,0001618673,BBG009XW2WB8,BBG009XW2WC7,2022-03-22T00:00:00Z,,,,8232338558.0,2015.0,Consumer Non-Durables,Food Distributors
9740,PFH,"Prudential Financial, Inc. 4.125% Junior Subordinated Notes due 2060",stocks,us,XNYS,,True,usd,0001137774,,,2022-03-22T00:00:00Z,,,,0.0,2020.0,,
9741,PFHD,Professional Holding Corp. Class A Common stock,stocks,us,XNAS,CS,True,usd,0001630856,BBG007NSWGJ6,BBG007NSWGK4,2022-03-22T00:00:00Z,,,,286095699.0,2020.0,Finance,Major Banks
9743,PFIE,"Profire Energy, Inc",stocks,us,XNAS,CS,True,usd,0001289636,BBG000QMLFJ5,BBG001SSCTQ0,2022-03-22T00:00:00Z,,,,60819026.0,,Energy,Oil & Gas Production
9745,PFIN,P&F Industries,stocks,us,XNAS,CS,True,usd,0000075340,BBG000HCS2F3,BBG001SD3004,2022-03-22T00:00:00Z,,,,19501283.0,,Capital Goods,Industrial Machinery/Components
9746,PFIS,Peoples Financial Services Corp.,stocks,us,XNAS,CS,True,usd,0001056943,BBG000BPBR63,BBG001S9KST2,2022-03-22T00:00:00Z,,,,366569990.0,,Finance,Major Banks
9748,PFL,PIMCO Income Strategy  Fund,stocks,us,XNYS,FUND,True,usd,0001244183,BBG000PLGSM2,BBG001SLFJB0,2022-03-22T00:00:00Z,,,,346923720.0,2003.0,Finance,Finance Companies
9750,PFLT,PennantPark Floating Rate Capital Ltd.,stocks,us,XNAS,CS,True,usd,0001504619,BBG001LV74X3,BBG001V0Y5S3,2022-03-22T00:00:00Z,,,,501130163.0,,Finance,Finance/Investors Services
9752,PFMT,Performant Financial Corporation,stocks,us,XNAS,CS,True,usd,0001550695,BBG002PRR9L6,BBG002PRR9M5,2022-03-22T00:00:00Z,,,,163872076.0,2012.0,Health Care,Managed Health Care
9753,PFN,PIMCO Income Strategy Fund II,stocks,us,XNYS,FUND,True,usd,0001296250,BBG000BMPCC1,BBG001S9L7C5,2022-03-22T00:00:00Z,,,,668647200.0,2004.0,Finance,Finance/Investors Services
9754,PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,stocks,us,XNYS,FUND,True,usd,0000882071,BBG000BG13Q5,BBG001S6ZT10,2022-03-22T00:00:00Z,,,,148988358.0,1992.0,Finance,Finance Companies
9755,PFS,"Provident Financial Services, Inc.",stocks,us,XNYS,CS,True,usd,0001178970,BBG000P23KW4,BBG001SKM445,2022-03-22T00:00:00Z,,,,1836048911.0,2003.0,Finance,Savings Institutions
9756,PFSI,"PennyMac Financial Services, Inc. Common Stock",stocks,us,XNYS,CS,True,usd,0001745916,BBG00LMYX123,BBG00LMYX132,2022-03-22T00:00:00Z,,,,3068211910.0,2013.0,Finance,Finance: Consumer Services
9757,PFSW,"PFSweb, Inc.",stocks,us,XNAS,CS,True,usd,0001095315,BBG000C2J395,BBG001SD9TG8,2022-03-22T00:00:00Z,,,,265038097.0,1999.0,Miscellaneous,Business Services
9758,PFTA,Portage Fintech Acquisition Corporation Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001853580,,,2022-03-22T00:00:00Z,,,,,,,
9762,PFX,PhenixFIN Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001490349,BBG000QVJ332,BBG001T8MVQ7,2022-03-22T00:00:00Z,,,,99086710.0,,Finance,Investment Managers
9766,PG,Procter & Gamble Company,stocks,us,XNYS,CS,True,usd,0000080424,BBG000BR2TH3,BBG001S5V4L9,2022-03-22T00:00:00Z,,,,359919415756.0,,Consumer Non-Durables,Package Goods/Cosmetics
9768,PGC,Peapack-Gladstone Financial Corp,stocks,us,XNAS,CS,True,usd,0001050743,BBG000MMCGW2,BBG001SG3CC8,2022-03-22T00:00:00Z,,,,671813514.0,,Finance,Commercial Banks
9769,PGEN,"Precigen, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001356090,BBG000QL8VH9,BBG001SSB3T5,2022-03-22T00:00:00Z,,,,455250052.0,,Health Care,Biotechnology: Commercial Physical & Biological Resarch
9774,PGNY,"Progyny, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001551306,BBG002H1K1H1,BBG002H1K1K7,2022-03-22T00:00:00Z,,,,4461379128.0,2019.0,Health Care,Managed Health Care
9775,PGP,PIMCO Global StockPLUS & Income Fund,stocks,us,XNYS,FUND,True,usd,0001318025,BBG000C0N7L1,BBG001SKG2H2,2022-03-22T00:00:00Z,,,,102701580.0,2005.0,Finance,Finance Companies
9776,PGR,Progressive Corporation,stocks,us,XNYS,CS,True,usd,0000080661,BBG000BR37X2,BBG001S5V509,2022-03-22T00:00:00Z,,,,65052578000.0,,Finance,Property-Casualty Insurers
9777,PGRE,"PARAMOUNT GROUP, INC.",stocks,us,XNYS,CS,True,usd,0001605607,BBG000FBRL11,BBG001SL9C95,2022-03-22T00:00:00Z,,,,2335664545.0,2014.0,Consumer Services,Real Estate Investment Trusts
9779,PGRU,PropertyGuru Group Limited,stocks,us,XNYS,CS,True,usd,0001873331,,,2022-03-22T00:00:00Z,,,,0.0,,,
9780,PGRW,Progress Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001833213,BBG00YXVDXN8,BBG00YXVDYH3,2022-03-22T00:00:00Z,,,,213433875.0,2021.0,,
9783,PGSS,Pegasus Digital Mobility Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001861541,,,2022-03-22T00:00:00Z,,,,278827500.0,2021.0,,
9786,PGTI,"PGT, Inc.",stocks,us,XNYS,CS,True,usd,0001354327,BBG000FX3Y66,BBG001SNS069,2022-03-22T00:00:00Z,,,,1299828416.0,2006.0,Capital Goods,Building Products
9788,PGZ,PRINCIPAL REAL ESTATE INCOME FUND,stocks,us,XNYS,FUND,True,usd,0001557523,BBG004QJF9G8,BBG004QJF9H7,2022-03-22T00:00:00Z,,,,100286212.0,2013.0,Finance,Investment Managers
9789,PH,Parker-Hannifin Corporation,stocks,us,XNYS,CS,True,usd,0000076334,BBG000BR3KL6,BBG001S5V554,2022-03-22T00:00:00Z,,,,37308620137.0,,Capital Goods,Office Equipment/Supplies/Services
9790,PHAR,"Pharming Group N.V. ADS, each representing 10 ordinary shares",stocks,us,XNAS,CS,True,usd,0001828316,BBG00YN70VB3,BBG00YN70W58,2022-03-22T00:00:00Z,,,,523194899.0,,Health Care,Biotechnology: Pharmaceutical Preparations
9791,PHAS,"PhaseBio Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001169245,BBG000QK23W2,BBG001T7JQK0,2022-03-22T00:00:00Z,,,,54822581.0,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
9792,PHAT,"Phathom Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001783183,BBG00P5B2S19,BBG00P5B2S73,2022-03-22T00:00:00Z,,,,415436920.0,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
9794,PHCF,"Puhui Wealth Investment Management Co., Ltd.",stocks,us,XNAS,CS,True,usd,0001729089,,,2022-03-22T00:00:00Z,,,,9607660.0,2018.0,Finance,Investment Managers
9795,PHD,"Pioneer Floating Rate Fund, Inc.",stocks,us,XNYS,FUND,True,usd,0001305767,BBG000QC6JH8,BBG001SML8F1,2022-03-22T00:00:00Z,,,,128414956.0,2004.0,Finance,Investment Managers
9797,PHG,KONINKLIJKE PHILIPS  N.V.,stocks,us,XNYS,,True,usd,0000313216,BBG000BR4QW0,BBG001S5V5G2,2022-03-22T00:00:00Z,,,,27297623300.0,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
9798,PHGE,BiomX Inc.,stocks,us,XASE,CS,True,usd,0001739174,BBG00MNX7SQ6,BBG00MNX7SR5,2022-03-22T00:00:00Z,,,,41156970.0,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
9801,PHI,PLDT Inc.,stocks,us,XNYS,ADRC,True,usd,0000078150,BBG000BB8KT8,BBG001S5V5J9,2022-03-22T00:00:00Z,,,,7144964479.0,,Public Utilities,Telecommunications Equipment
9802,PHIC,"Population Health Investment Co., Inc. Class A Ordinary Share",stocks,us,XNAS,CS,True,usd,0001825724,,,2022-03-22T00:00:00Z,,,,211743750.0,2021.0,Finance,Business Services
9805,PHIO,Phio Pharmaceuticals Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001533040,BBG0024FKD97,BBG0024FKDB4,2022-03-22T00:00:00Z,,,,11490954.0,,Health Care,Biotechnology: Pharmaceutical Preparations
9806,PHK,PIMCO High Income Fund,stocks,us,XNYS,FUND,True,usd,0001219360,BBG000FHN0Y2,BBG001SGV4P1,2022-03-22T00:00:00Z,,,,763252800.0,2003.0,Finance,Finance/Investors Services
9807,PHM,"Pultegroup, Inc.",stocks,us,XNYS,CS,True,usd,0000822416,BBG000BR54L0,BBG001S5V5K7,2022-03-22T00:00:00Z,,,,12042165896.0,,,
9809,PHR,"Phreesia, Inc.",stocks,us,XNYS,CS,True,usd,0001412408,BBG0019J4TP1,BBG001TG2W25,2022-03-22T00:00:00Z,,,,1479807157.0,2019.0,Health Care,Managed Health Care
9810,PHT,"Pioneer High Income Fund, Inc.",stocks,us,XNYS,FUND,True,usd,0001166258,BBG000DY3VB6,BBG001SKDJR7,2022-03-22T00:00:00Z,,,,237667244.0,,Finance,Investment Managers
9811,PHUN,"Phunware, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001665300,BBG00DL9GZJ3,BBG00DL9GZK1,2022-03-22T00:00:00Z,,,,264345597.0,2016.0,Technology,EDP Services
9813,PHVS,Pharvaris N.V. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001830487,,,2022-03-22T00:00:00Z,,,,600952677.0,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
9814,PHX,PHX Minerals Inc.,stocks,us,XNYS,CS,True,usd,0000315131,BBG000C38CT3,BBG001S6G023,2022-03-22T00:00:00Z,,,,93146290.0,,Energy,Oil & Gas Production
9816,PHYS,Sprott Physical Gold Trust,stocks,us,ARCX,ETF,True,usd,0001477049,BBG000Q83F79,BBG001T66XM9,2022-03-22T00:00:00Z,,,,,,,
9817,PHYT,Pyrophyte Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001848756,,,2022-03-22T00:00:00Z,,,,249801563.0,2021.0,,
9820,PI,"Impinj, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001114995,BBG000GRK2Z7,BBG001T313Q3,2022-03-22T00:00:00Z,,,,1624067583.0,2016.0,Public Utilities,Telecommunications Equipment
9821,PIAI,Prime Impact Acquisition I,stocks,us,XNYS,CS,True,usd,0001819175,,,2022-03-22T00:00:00Z,,,,306504095.0,2020.0,Finance,Business Services
9825,PICC,Pivotal Investment Corporation III,stocks,us,XNYS,CS,True,usd,0001835800,BBG00YZ4ZZB0,BBG00YZ50059,2022-03-22T00:00:00Z,,,,336375000.0,2021.0,,
9832,PII,Polaris Inc.,stocks,us,XNYS,CS,True,usd,0000931015,BBG000D5S4M0,BBG001S7HWZ4,2022-03-22T00:00:00Z,,,,6621008694.0,,Consumer Non-Durables,Recreational Products/Toys
9833,PIII,P3 Health Partners Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001832511,BBG00YVGXT32,BBG00YVGXT50,2022-03-22T00:00:00Z,,,,1707662729.0,2021.0,,
9835,PIK,Kidpik Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001861522,BBG012VJLHM3,BBG012VJLJG6,2022-03-22T00:00:00Z,,,,43802546.0,2021.0,Consumer Non-Durables,Department/Specialty Retail Stores
9837,PIM,Putnam Master Intermediate Income Trust,stocks,us,XNYS,FUND,True,usd,0000830622,BBG000BR6QG6,BBG001S5V6N2,2022-03-22T00:00:00Z,,,,177617804.0,1988.0,Finance,Finance Companies
9839,PINC,"Premier, Inc. Class A",stocks,us,XNAS,CS,True,usd,0001577916,BBG000G7QX50,BBG001SJLD58,2022-03-22T00:00:00Z,,,,4327472332.0,2013.0,Health Care,Managed Health Care
9840,PINE,"Alpine Income Property Trust, Inc",stocks,us,XNYS,CS,True,usd,0001786117,BBG00QNSG6R5,BBG00QNSG7H4,2022-03-22T00:00:00Z,,,,221166189.0,2019.0,Consumer Services,Real Estate Investment Trusts
9841,PING,Ping Identity Holding Corp.,stocks,us,XNYS,CS,True,usd,0001679826,BBG00Q3GDB13,BBG00Q3GDBS4,2022-03-22T00:00:00Z,,,,1885233983.0,2019.0,Technology,EDP Services
9843,PINS,"Pinterest, Inc. Class A Common Stock",stocks,us,XNYS,CS,True,usd,0001506293,BBG002583CV8,BBG002583CW7,2022-03-22T00:00:00Z,,,,17322373821.0,2019.0,,
9845,PIPP,Pine Island Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001822835,BBG00YNK7MP2,BBG00YNK7NJ7,2022-03-22T00:00:00Z,,,,269163210.0,2021.0,,
9848,PIPR,Piper Sandler Companies,stocks,us,XNYS,CS,True,usd,0001230245,BBG000FQXC75,BBG001SGY6K8,2022-03-22T00:00:00Z,,,,2401554012.0,,Finance,Investment Bankers/Brokers/Service
9849,PIRS,PIERIS PHARMACEUTICALS INC,stocks,us,XNAS,CS,True,usd,0001583648,BBG0055C3N57,BBG0055C3N66,2022-03-22T00:00:00Z,,,,235566186.0,,Health Care,Biotechnology: Pharmaceutical Preparations
9850,PIXY,"ShiftPixy, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001675634,BBG00FHYBQD9,BBG00FHYBQF7,2022-03-22T00:00:00Z,,,,24236317.0,2017.0,Technology,Diversified Commercial Services
9854,PJT,PJT Partners Inc.,stocks,us,XNYS,CS,True,usd,0001626115,BBG0079T1PZ6,BBG0079T1MP4,2022-03-22T00:00:00Z,,,,1549044269.0,2015.0,Finance,Investment Managers
9857,PK,Park Hotels & Resorts Inc. Common Stock,stocks,us,XNYS,CS,True,usd,0001617406,BBG00FGXCJX5,BBG00FGXCKN3,2022-03-22T00:00:00Z,,,,4495206675.0,2016.0,Consumer Services,Real Estate Investment Trusts
9859,PKBK,Parke Bancorp Inc.,stocks,us,XNAS,CS,True,usd,0001315399,BBG000C3LQ53,BBG001SDV7X2,2022-03-22T00:00:00Z,,,,277014078.0,,Finance,Major Banks
9860,PKE,Park Aerospace Corp. Common Stock,stocks,us,XNYS,CS,True,usd,0000076267,BBG000BR89C6,BBG001S5V732,2022-03-22T00:00:00Z,,,,283346209.0,,,
9861,PKG,Packaging Corp of America,stocks,us,XNYS,CS,True,usd,0000075677,BBG000BB8SW7,BBG001S5V741,2022-03-22T00:00:00Z,,,,14635235251.0,2000.0,Basic Industries,Paper
9862,PKI,"PerkinElmer, Inc.",stocks,us,XNYS,CS,True,usd,0000031791,BBG000FXW512,BBG001SBKS35,2022-03-22T00:00:00Z,,,,23009844173.0,,Health Care,Medical Specialities
9863,PKOH,Park-Ohio Holdings Corp,stocks,us,XNAS,CS,True,usd,0000076282,BBG000BR8QF5,BBG001S5V778,2022-03-22T00:00:00Z,,,,196561420.0,,Capital Goods,Office Equipment/Supplies/Services
9865,PKX,POSCO Holdings Inc. American Depositary Shares (Each representing 1/4th of a share of Common Stock),stocks,us,XNYS,ADRC,True,usd,0000889132,BBG000BCBSD2,BBG001S65ZZ2,2022-03-22T00:00:00Z,,,,18814986633.0,1994.0,Basic Industries,Steel/Iron Ore
9866,PL,Planet Labs PBC,stocks,us,XNYS,CS,True,usd,0001836833,BBG00ZCV3P74,BBG00ZCV3Q27,2022-03-22T00:00:00Z,,,,1381803915.0,2021.0,Capital Goods,Aerospace
9868,PLAB,Photronics Inc,stocks,us,XNAS,CS,True,usd,0000810136,BBG000BR9JS6,BBG001S5V7C2,2022-03-22T00:00:00Z,,,,1083968966.0,1987.0,Technology,Semiconductors
9869,PLAG,Planet Green Holdings Corp.,stocks,us,XASE,CS,True,usd,0001117057,BBG000GL6QR2,BBG001SPJN46,2022-03-22T00:00:00Z,,,,41300214.0,,,
9870,PLAN,"Anaplan, Inc.",stocks,us,XNYS,CS,True,usd,0001540755,BBG002DZS299,BBG002DZS2B6,2022-03-22T00:00:00Z,,,,7470201457.0,2018.0,Technology,Computer Software: Prepackaged Software
9871,PLAOU,Patria Latin American Opportunity Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001849737,,,2022-03-22T00:00:00Z,,,,0.0,2022.0,,
9873,PLAY,"Dave & Buster's Entertainment, Inc.",stocks,us,XNAS,CS,True,usd,0001525769,BBG001WWJTK5,BBG001WWJTL4,2022-03-22T00:00:00Z,,,,2074433609.0,2014.0,Consumer Services,Movies/Entertainment
9874,PLBC,Plumas Bancorp,stocks,us,XNAS,CS,True,usd,0001168455,BBG000C14JY0,BBG001SKRCW1,2022-03-22T00:00:00Z,,,,233145360.0,,Finance,Finance Companies
9875,PLBY,"PLBY Group, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001803914,BBG00TYN9Y68,BBG00TYN9Y77,2022-03-22T00:00:00Z,,,,663872977.0,2020.0,Consumer Non-Durables,Recreational Products/Toys
9876,PLCE,"Children's Place, Inc.",stocks,us,XNAS,CS,True,usd,0001041859,BBG000JK9DK4,BBG001SB8708,2022-03-22T00:00:00Z,,,,770084488.0,1997.0,Consumer Services,Clothing/Shoe/Accessory Stores
9877,PLD,"PROLOGIS, INC.",stocks,us,XNYS,CS,True,usd,0001045609,BBG000B9Z0J8,BBG001S5NMN6,2022-03-22T00:00:00Z,,,,118518400000.0,,Consumer Services,Real Estate Investment Trusts
9879,PLG,Platinum Group Metals LTD.,stocks,us,XASE,CS,True,usd,0001095052,BBG000M9P392,BBG001SKBFY9,2022-03-22T00:00:00Z,,,,209043102.0,,,
9880,PLL,Piedmont Lithium Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001728205,BBG00YJ7NBQ1,BBG00YJ7ND87,2022-03-22T00:00:00Z,,,,1119493600.0,,Basic Industries,Precious Metals
9881,PLM,PolyMet Mining Corp.,stocks,us,XASE,CS,True,usd,0000866028,BBG000J1HC10,BBG001SBWRN2,2022-03-22T00:00:00Z,,,,331886383.0,,,
9882,PLMI,Plum Acquisition Corp. I Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001840317,,,2022-03-22T00:00:00Z,,,,389044919.0,2021.0,Finance,Business Services
9885,PLMR,"Palomar Holdings, Inc. Common stock",stocks,us,XNAS,CS,True,usd,0001761312,BBG00NLMRY30,BBG00NLMRYV9,2022-03-22T00:00:00Z,,,,1573347598.0,2019.0,Finance,Property-Casualty Insurers
9886,PLNT,"Planet Fitness, Inc.",stocks,us,XNYS,CS,True,usd,0001637207,BBG009H04M17,BBG009H04M26,2022-03-22T00:00:00Z,,,,7288786843.0,2015.0,Consumer Services,Other Consumer Services
9887,PLOW,"DOUGLAS DYNAMICS, INC.",stocks,us,XNYS,CS,True,usd,0001287213,BBG000Q90C31,BBG001T6QFV6,2022-03-22T00:00:00Z,,,,826854617.0,2010.0,Capital Goods,Construction/Ag Equipment/Trucks
9888,PLPC,Preformed Line Products Co,stocks,us,XNAS,CS,True,usd,0000080035,BBG000M68PH9,BBG001SFKCZ6,2022-03-22T00:00:00Z,,,,294100315.0,,Basic Industries,Telecommunications Equipment
9890,PLRX,"Pliant Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001746473,BBG00C8083N4,BBG00C8083P2,2022-03-22T00:00:00Z,,,,294325196.0,2020.0,Consumer Durables,Specialty Chemicals
9891,PLSE,"Pulse Biosciences, Inc Common Stock (DE)",stocks,us,XNAS,CS,True,usd,0001625101,BBG00BRBHVD0,BBG00BRBHVG7,2022-03-22T00:00:00Z,,,,167713062.0,2016.0,Health Care,Medical/Dental Instruments
9892,PLTK,Playtika Holding Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001828016,BBG00QQ8C789,BBG00QQ8C798,2022-03-22T00:00:00Z,,,,7574265131.0,2021.0,Technology,EDP Services
9894,PLTM,GraniteShares Platinum Shares,stocks,us,ARCX,ETF,True,usd,0001690842,BBG00JRYLN55,BBG00JRYLNX4,2022-03-22T00:00:00Z,,,,,,,
9895,PLTR,Palantir Technologies Inc. Class A Common Stock,stocks,us,XNYS,CS,True,usd,0001321655,BBG000N7QR55,BBG001T53796,2022-03-22T00:00:00Z,,,,26026117106.0,2020.0,Technology,Retail: Computer Software & Peripheral Equipment
9896,PLUG,Plug Power Inc.,stocks,us,XNAS,CS,True,usd,0001093691,BBG000C1XSP8,BBG001S6GJB2,2022-03-22T00:00:00Z,,,,15114936474.0,1999.0,Consumer Durables,Electrical Products
9897,PLUS,ePlus Inc,stocks,us,XNAS,CS,True,usd,0001022408,BBG000HN7W02,BBG001S99YL0,2022-03-22T00:00:00Z,,,,1405125908.0,1996.0,Technology,Retail: Computer Software & Peripheral Equipment
9899,PLX,"Protalix BioTherapeutics, Inc. Common Stock",stocks,us,XASE,CS,True,usd,0001006281,BBG000JW08N5,BBG001SBVMW4,2022-03-22T00:00:00Z,,,,47834479.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
9900,PLXP,PLx Pharma Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001497504,BBG004RKBK46,BBG004RKBK55,2022-03-22T00:00:00Z,,,,125303492.0,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
9901,PLXS,Plexus Corp,stocks,us,XNAS,CS,True,usd,0000785786,BBG000BRBX66,BBG001S5V812,2022-03-22T00:00:00Z,,,,2435991606.0,,Technology,Electrical Products
9902,PLYA,Playa Hotels & Resorts N.V. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001692412,,,2022-03-22T00:00:00Z,,,,1438953622.0,,Consumer Services,Hotels/Resorts
9903,PLYM,"Plymouth Industrial REIT, Inc.",stocks,us,XNYS,CS,True,usd,0001515816,BBG0021H6Y05,BBG0021H6YT4,2022-03-22T00:00:00Z,,,,977531108.0,2017.0,Consumer Services,Real Estate Investment Trusts
9905,PM,Philip Morris International Inc.,stocks,us,XNYS,CS,True,usd,0001413329,BBG000J2XL74,BBG001STP9N1,2022-03-22T00:00:00Z,,,,145528832016.0,,Consumer Non-Durables,Farming/Seeds/Milling
9908,PMCB,"PharmaCyte Biotech, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001157075,BBG000BBVY94,BBG001S69496,2022-03-22T00:00:00Z,,,,49108881.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
9909,PMD,Psychemedics Corporation,stocks,us,XNAS,CS,True,usd,0000806517,BBG000DL6MG6,BBG001S88CR5,2022-03-22T00:00:00Z,,,,39239003.0,,Health Care,Medical Specialities
9910,PME,Pingtan Marine Enterprise Ltd.,stocks,us,XNAS,CS,True,usd,0001517130,,,2022-03-22T00:00:00Z,,,,52638841.0,,,Farming/Seeds/Milling
9911,PMF,PIMCO MUNICIPAL INCOME FUND COMMON SHARES OF BENEFICIAL INTERST,stocks,us,XNYS,FUND,True,usd,0001140392,BBG000BJZRL4,BBG001SC8NG4,2022-03-22T00:00:00Z,,,,329514480.0,2001.0,Finance,Finance/Investors Services
9912,PMGM,Priveterra Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001837607,BBG00Z17HDW3,BBG00Z17HFQ5,2022-03-22T00:00:00Z,,,,336892500.0,2021.0,,
9915,PML,PIMCO MUNICIPAL INCOME FUND II COMMON SHARES OF BENEFICIAL INT.,stocks,us,XNYS,FUND,True,usd,0001170299,BBG000F37M82,BBG001SKRFP2,2022-03-22T00:00:00Z,,,,745886040.0,2002.0,Finance,Investment Managers
9916,PMM,Putnam Managed Municipal Income,stocks,us,XNYS,FUND,True,usd,0000844790,BBG000C14561,BBG001S662R3,2022-03-22T00:00:00Z,,,,352603001.0,1989.0,Finance,Investment Managers
9917,PMO,Putnam Municipal Opportunities Trust,stocks,us,XNYS,FUND,True,usd,0000900422,BBG000BHDPQ1,BBG001S7C0P0,2022-03-22T00:00:00Z,,,,405574741.0,1993.0,Finance,Finance Companies
9918,PMT,PennyMac Mortgage Investment Trust,stocks,us,XNYS,CS,True,usd,0001464423,BBG000DKDWS5,BBG001T1MJR8,2022-03-22T00:00:00Z,,,,1615440384.0,2009.0,Consumer Services,Real Estate Investment Trusts
9919,PMTS,CPI Card Group Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001641614,BBG009Q3VCT3,BBG009Q3VCS4,2022-03-22T00:00:00Z,,,,180312565.0,,Finance,Finance Companies
9923,PMVC,PMV Consumer Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001807765,BBG00XVBR3B0,BBG00XVBR3C9,2022-03-22T00:00:00Z,,,,215906250.0,2020.0,,
9926,PMVP,"PMV Pharmaceuticals, Inc",stocks,us,XNAS,CS,True,usd,0001699382,BBG007NM47G3,BBG007NM4862,2022-03-22T00:00:00Z,,,,927648767.0,2020.0,Consumer Durables,Specialty Chemicals
9927,PMX,PIMCO Municipal Income Fund III,stocks,us,XNYS,FUND,True,usd,0001181506,BBG000P33V12,BBG001SL3DN3,2022-03-22T00:00:00Z,,,,354176400.0,2002.0,Finance,Trusts Except Educational Religious and Charitable
9928,PNBK,Patriot National Bancorp Inc,stocks,us,XNAS,CS,True,usd,0001098146,BBG000BL0V38,BBG001S88KW1,2022-03-22T00:00:00Z,,,,64886469.0,,Finance,Major Banks
9929,PNC,PNC Financial Services Group,stocks,us,XNYS,CS,True,usd,0000713676,BBG000BRD0D8,BBG001S5V947,2022-03-22T00:00:00Z,,,,80749222563.0,,Finance,Major Banks
9931,PNF,PIMCO NEW YORK MUNICIPAL INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST,stocks,us,XNYS,FUND,True,usd,0001140410,BBG000BK5VB6,BBG001SCG8J5,2022-03-22T00:00:00Z,,,,80658750.0,2001.0,Finance,Finance Companies
9932,PNFP,Pinnacle Financial Partners In,stocks,us,XNAS,CS,True,usd,0001115055,BBG000C1XKF6,BBG001SF5953,2022-03-22T00:00:00Z,,,,7457460206.0,,Finance,Major Banks
9934,PNI,PIMCO NEW YORK MUNICIPAL INCOME FUND II COMMON SHARES OF BENEFICIAL INT.,stocks,us,XNYS,FUND,True,usd,0001170311,BBG000F33JB9,BBG001SKRF36,2022-03-22T00:00:00Z,,,,108781130.0,2002.0,Finance,Trusts Except Educational Religious and Charitable
